Presynaptic Neuron Type,Postsynaptic Neuron Type,gsyn_max,tau_d,tau_r,tau_f,Uinc
 CA1 Oriens/Alveus,CA1 Trilayer Basket CCK+,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens/Alveus,CA1 Bistratified,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens/Alveus,CA1 RO-receiving CA3-targeting,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens/Alveus,CA1 Hippocampo-subicular Projecting ENK+,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens/Alveus,CA1 Ivy,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens/Alveus,CA1 Interneuron Specific LMO-O,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens/Alveus,CA1 O-LM,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens/Alveus,CA1 Recurrent O-LM,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens/Alveus,CA1 O-LMR,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens/Alveus,CA1 Recurrent O-LMR,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens/Alveus,CA1 Interneuron Specific O-R,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens/Alveus,CA1 O-RP,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens/Alveus,CA1 Interneuron Specific O-Targeting QuadD,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens/Alveus,CA1 Oriens/Alveus,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens/Alveus,CA1 Oriens-Bistratified,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens/Alveus,CA1 Oriens-QuadA Projecting,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens/Alveus,CA1 OR-LM,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens/Alveus,CA1 O-RPO,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens/Alveus,CA1 Perforant Path-Associated QuadD,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens/Alveus,CA1 QuadD-RP,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens/Alveus,CA1 Quadrilaminar,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens/Alveus,CA1 Interneuron Specific R-O,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens/Alveus,CA1 Interneuron Specific RO-O,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens/Alveus,CA1 Interneuron Specific RO-R,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens/Alveus,CA1 RO-RP,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens/Alveus,CA1 RP-RPO,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens/Alveus,CA1 Schaffer Collateral-Correlated,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens/Alveus,CA1 Schaffer Collateral-Receiving R-Targeting,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens/Alveus,CA1 SO-SO,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens/Alveus,CA1 SO-SO Projecting,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens/Alveus,CA1 Trilaminar,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens/Alveus,CA1 Radial Trilaminar,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-Bistratified,CA1 Axo-axonic,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-Bistratified,CA1 Horizontal Axo-axonic,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-Bistratified,CA1 Back-Projection,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-Bistratified,CA1 Basket,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-Bistratified,CA1 Horizontal Basket,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-Bistratified,CA1 R-P Basket,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-Bistratified,CA1 Trilayer Basket,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-Bistratified,CA1 Vertical Basket,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-Bistratified,CA1 Basket CCK+,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-Bistratified,CA1 Horizontal Basket CCK+,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-Bistratified,CA1 Trilayer Basket CCK+,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-Bistratified,CA1 Bistratified,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-Bistratified,CA1 RO-receiving CA3-targeting,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-Bistratified,CA1 Hippocampo-subicular Projecting ENK+,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-Bistratified,CA1 Ivy,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-Bistratified,CA1 Interneuron Specific LMO-O,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-Bistratified,CA1 LMR,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-Bistratified,CA1 LMR-LM,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-Bistratified,CA1 Interneuron Specific LMR-O,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-Bistratified,CA1 LMR-R,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-Bistratified,CA1 Interneuron Specific LMR-R,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-Bistratified,CA1 LMR Projecting,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-Bistratified,CA1 O-LM,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-Bistratified,CA1 Recurrent O-LM,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-Bistratified,CA1 O-LMR,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-Bistratified,CA1 Recurrent O-LMR,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-Bistratified,CA1 Interneuron Specific O-R,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-Bistratified,CA1 O-RP,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-Bistratified,CA1 Interneuron Specific O-Targeting QuadD,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-Bistratified,CA1 Oriens/Alveus,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-Bistratified,CA1 Oriens-Bistratified,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-Bistratified,CA1 Oriens-QuadA Projecting,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-Bistratified,CA1 OR-LM,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-Bistratified,CA1 O-RPO,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-Bistratified,CA1 Perforant Path-Associated,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-Bistratified,CA1 Perforant Path-Associated QuadD,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-Bistratified,CA1 QuadD-RP,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-Bistratified,CA1 Quadrilaminar,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-Bistratified,CA1 Interneuron Specific R-O,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-Bistratified,CA1 R-Receiving Apical-Targeting,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-Bistratified,CA1 R-RO,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-Bistratified,CA1 R-RP,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-Bistratified,CA1 Radiatum,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-Bistratified,CA1 Interneuron Specific RO-O,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-Bistratified,CA1 Interneuron Specific RO-R,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-Bistratified,CA1 RO-RP,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-Bistratified,CA1 RP-RPO,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-Bistratified,CA1 Schaffer Collateral-Associated,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-Bistratified,CA1 Schaffer Collateral-Correlated,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-Bistratified,CA1 Schaffer Collateral-Receiving R-Targeting,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-Bistratified,CA1 SO-SO,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-Bistratified,CA1 SO-SO Projecting,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-Bistratified,CA1 Trilaminar,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-Bistratified,CA1 Radial Trilaminar,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,CA2 Wide-Arbor Basket,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,CA1 Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,CA1 Deep Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,CA1 Superficial Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,CA1 Cajal-Retzius,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,CA1 Local-Projecting Cajal-Retzius,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,CA1 Radiatum Giant,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,CA1 Axo-axonic,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,CA1 Horizontal Axo-axonic,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,CA1 Back-Projection,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,CA1 Basket,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,CA1 Horizontal Basket,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,CA1 R-P Basket,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,CA1 Trilayer Basket,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,CA1 Vertical Basket,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,CA1 Basket CCK+,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,CA1 Horizontal Basket CCK+,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,CA1 Trilayer Basket CCK+,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,CA1 Bistratified,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,CA1 RO-receiving CA3-targeting,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,CA1 Hippocampo-subicular Projecting ENK+,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,CA1 Ivy,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,CA1 Interneuron Specific LM-R,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,CA1 Interneuron Specific LMO-O,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,CA1 LMR,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,CA1 LMR-LM,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,CA1 Interneuron Specific LMR-O,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,CA1 LMR-R,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,CA1 Interneuron Specific LMR-R,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,CA1 LMR Projecting,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,CA1 Neurogliaform,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,CA1 Neurogliaform Projecting,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,CA1 O-LM,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,CA1 Recurrent O-LM,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,CA1 O-LMR,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,CA1 Recurrent O-LMR,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,CA1 Interneuron Specific O-R,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,CA1 O-RP,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,CA1 Interneuron Specific O-Targeting QuadD,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,CA1 Oriens/Alveus,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,CA1 Oriens-Bistratified,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,CA1 Oriens-QuadA Projecting,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,CA1 OR-LM,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,CA1 O-RPO,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,CA1 Perforant Path-Associated,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,CA1 Perforant Path-Associated QuadD,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,CA1 QuadD-RP,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,CA1 Quadrilaminar,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,CA1 Interneuron Specific R-O,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,CA1 R-Receiving Apical-Targeting,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,CA1 R-RO,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,CA1 R-RP,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,CA1 Radiatum,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,CA1 Interneuron Specific RO-O,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,CA1 Interneuron Specific RO-R,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,CA1 RO-RP,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,CA1 RP-RPO,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,CA1 Schaffer Collateral-Associated,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,CA1 Schaffer Collateral-Correlated,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,CA1 Schaffer Collateral-Receiving R-Targeting,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,CA1 SO-SO,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,CA1 SO-SO Projecting,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,CA1 Trilaminar,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,CA1 Radial Trilaminar,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,Sub CA1-Projecting Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,Sub EC-Projecting Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,Sub Axo-axonic,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,Sub Pyramidale Multipolar Interneuron,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,Sub Wide-arbor Polymorphic,1.58,6.12,556.15,28.22,0.2
 CA1 Oriens-QuadA Projecting,Sub Recurrent Polymorphic-Moleculare,1.58,6.12,556.15,28.22,0.2
 CA1 OR-LM,CA1 Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA1 OR-LM,CA1 Deep Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA1 OR-LM,CA1 Superficial Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA1 OR-LM,CA1 Cajal-Retzius,1.58,6.12,556.15,28.22,0.2
 CA1 OR-LM,CA1 Local-Projecting Cajal-Retzius,1.58,6.12,556.15,28.22,0.2
 CA1 OR-LM,CA1 Radiatum Giant,1.58,6.12,556.15,28.22,0.2
 CA1 OR-LM,CA1 Axo-axonic,1.58,6.12,556.15,28.22,0.2
 CA1 OR-LM,CA1 Basket,1.58,6.12,556.15,28.22,0.2
 CA1 OR-LM,CA1 Vertical Basket,1.58,6.12,556.15,28.22,0.2
 CA1 OR-LM,CA1 Basket CCK+,1.58,6.12,556.15,28.22,0.2
 CA1 OR-LM,CA1 Interneuron Specific LM-R,1.58,6.12,556.15,28.22,0.2
 CA1 OR-LM,CA1 Interneuron Specific LMO-O,1.58,6.12,556.15,28.22,0.2
 CA1 OR-LM,CA1 LMR,1.58,6.12,556.15,28.22,0.2
 CA1 OR-LM,CA1 LMR-LM,1.58,6.12,556.15,28.22,0.2
 CA1 OR-LM,CA1 Interneuron Specific LMR-O,1.58,6.12,556.15,28.22,0.2
 CA1 OR-LM,CA1 LMR-R,1.58,6.12,556.15,28.22,0.2
 CA1 OR-LM,CA1 Interneuron Specific LMR-R,1.58,6.12,556.15,28.22,0.2
 CA1 OR-LM,CA1 LMR Projecting,1.58,6.12,556.15,28.22,0.2
 CA1 OR-LM,CA1 Neurogliaform,1.58,6.12,556.15,28.22,0.2
 CA1 OR-LM,CA1 Neurogliaform Projecting,1.58,6.12,556.15,28.22,0.2
 CA1 OR-LM,CA1 Interneuron Specific O-Targeting QuadD,1.58,6.12,556.15,28.22,0.2
 CA1 OR-LM,CA1 Oriens/Alveus,1.58,6.12,556.15,28.22,0.2
 CA1 OR-LM,CA1 Perforant Path-Associated,1.58,6.12,556.15,28.22,0.2
 CA1 OR-LM,CA1 Perforant Path-Associated QuadD,1.58,6.12,556.15,28.22,0.2
 CA1 OR-LM,CA1 QuadD-RP,1.58,6.12,556.15,28.22,0.2
 CA1 OR-LM,CA1 Quadrilaminar,1.58,6.12,556.15,28.22,0.2
 CA1 OR-LM,CA1 Schaffer Collateral-Associated,1.58,6.12,556.15,28.22,0.2
 CA1 OR-LM,CA1 Radial Trilaminar,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated,DG Adult-Born Immature Granule,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated,DG Hilar Ectopic Granule,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated,DG Semilunar Granule,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated,DG Cajal-Retzius,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated,DG Local-Projecting Cajal-Retzius,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated,DG Mossy MOLDEN,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated,DG AIPRIM,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated,DG Axo-axonic,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated,DG Granulosum-targeting Axo-axonic,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated,DG Axo-axonic GRALDEN,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated,DG Basket,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated,DG Basket GRALDEN,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated,DG Basket CCK+,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated,DG Interneuron Specific COLTAR,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated,DG COM-MOPP,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated,DG HICAP,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated,DG Interneuron Specific IMOT,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated,DG Interneuron Specific HIMOLD,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated,DG Interneuron Specific HIPRO,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated,DG MOLAX,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated,DG Molecular Layer,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated,DG Outer Molecular Layer,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated,DG Total Molecular Layer,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated,DG MOPP,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated,DG Neurogliaform,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated,DG Wide-Arbor Neurogliaform,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated,CA1 Deep Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated,CA1 Superficial Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated,CA1 Cajal-Retzius,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated,CA1 Local-Projecting Cajal-Retzius,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated,CA1 Radiatum Giant,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated,CA1 Axo-axonic,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated,CA1 Basket,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated,CA1 Vertical Basket,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated,CA1 Basket CCK+,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated,CA1 Interneuron Specific LM-R,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated,CA1 Interneuron Specific LMO-O,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated,CA1 LMR,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated,CA1 LMR-LM,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated,CA1 Interneuron Specific LMR-O,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated,CA1 LMR-R,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated,CA1 Interneuron Specific LMR-R,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated,CA1 LMR Projecting,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated,CA1 Neurogliaform,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated,CA1 Neurogliaform Projecting,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated,CA1 Interneuron Specific O-Targeting QuadD,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated,CA1 Oriens/Alveus,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated,CA1 Perforant Path-Associated,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated,CA1 Perforant Path-Associated QuadD,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated,CA1 QuadD-RP,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated,CA1 Quadrilaminar,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated,CA1 Schaffer Collateral-Associated,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated,CA1 Radial Trilaminar,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated,Sub CA1-Projecting Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated,Sub EC-Projecting Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated,Sub Axo-axonic,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated QuadD,CA1 Axo-axonic,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated QuadD,CA1 Basket,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated QuadD,CA1 Vertical Basket,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated QuadD,CA1 Basket CCK+,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated QuadD,CA1 Interneuron Specific LM-R,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated QuadD,CA1 Interneuron Specific LMO-O,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated QuadD,CA1 LMR,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated QuadD,CA1 LMR-LM,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated QuadD,CA1 Interneuron Specific LMR-O,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated QuadD,CA1 LMR-R,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated QuadD,CA1 Interneuron Specific LMR-R,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated QuadD,CA1 LMR Projecting,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated QuadD,CA1 Neurogliaform,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated QuadD,CA1 Neurogliaform Projecting,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated QuadD,CA1 Interneuron Specific O-Targeting QuadD,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated QuadD,CA1 Oriens/Alveus,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated QuadD,CA1 Perforant Path-Associated,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated QuadD,CA1 Perforant Path-Associated QuadD,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated QuadD,CA1 QuadD-RP,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated QuadD,CA1 Quadrilaminar,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated QuadD,CA1 Schaffer Collateral-Associated,1.58,6.12,556.15,28.22,0.2
 CA1 Perforant Path-Associated QuadD,CA1 Radial Trilaminar,1.58,6.12,556.15,28.22,0.2
 CA1 Quadrilaminar,CA2 Wide-Arbor Basket,1.58,6.12,556.15,28.22,0.2
 CA1 Quadrilaminar,CA1 Axo-axonic,1.58,6.12,556.15,28.22,0.2
 CA1 Quadrilaminar,CA1 Horizontal Axo-axonic,1.58,6.12,556.15,28.22,0.2
 CA1 Quadrilaminar,CA1 Back-Projection,1.58,6.12,556.15,28.22,0.2
 CA1 Quadrilaminar,CA1 Basket,1.58,6.12,556.15,28.22,0.2
 CA1 Quadrilaminar,CA1 Horizontal Basket,1.58,6.12,556.15,28.22,0.2
 CA1 Quadrilaminar,CA1 R-P Basket,1.58,6.12,556.15,28.22,0.2
 CA1 Quadrilaminar,CA1 Trilayer Basket,1.58,6.12,556.15,28.22,0.2
 CA1 Quadrilaminar,CA1 Vertical Basket,1.58,6.12,556.15,28.22,0.2
 CA1 Quadrilaminar,CA1 Basket CCK+,1.58,6.12,556.15,28.22,0.2
 CA1 Quadrilaminar,CA1 Horizontal Basket CCK+,1.58,6.12,556.15,28.22,0.2
 CA1 Quadrilaminar,CA1 Trilayer Basket CCK+,1.58,6.12,556.15,28.22,0.2
 CA1 Quadrilaminar,CA1 Bistratified,1.58,6.12,556.15,28.22,0.2
 CA1 Quadrilaminar,CA1 RO-receiving CA3-targeting,1.58,6.12,556.15,28.22,0.2
